0.020000	1	1	1	0	1546.16197	1524.77088	1529.02720
0.039999	1	1	1	0	1546.15983	1524.77372	1529.02701
0.059999	1	1	1	0	1546.16275	1524.77088	1529.02701
0.079999	1	1	1	0	1546.16041	1524.77183	1529.02720
0.099999	1	1	1	0	1546.16430	1524.77277	1529.02701
0.119999	1	1	1	0	1546.16275	1524.77183	1529.02720
0.139999	1	1	1	0	1546.16644	1524.77088	1529.02891
0.159998	1	1	1	0	1546.16197	1524.76994	1529.02511
0.179998	1	1	1	0	1546.15614	1524.77069	1529.02701
0.199998	1	1	1	0	1546.16702	1524.76899	1529.02891
0.219998	1	1	1	0	1546.15167	1524.77277	1529.02891
0.239998	1	1	1	0	1546.15983	1524.76994	1529.02701
0.259997	1	1	1	0	1546.15167	1524.77088	1529.02720
0.279997	1	1	1	0	1546.16488	1524.77372	1529.02910
0.299997	1	1	1	0	1546.16138	1524.77088	1529.02701
0.319997	1	1	1	0	1546.16702	1524.77088	1529.02701
0.339997	1	1	1	0	1546.16197	1524.77088	1529.02492
0.359996	1	1	1	0	1546.15828	1524.77372	1529.02511
0.379996	1	1	1	0	1546.15828	1524.76899	1529.02511
0.399996	1	1	1	0	1546.15322	1524.76994	1529.02891
0.419996	1	1	1	0	1546.15536	1524.77088	1529.02511
0.439996	1	1	1	0	1546.16702	1524.76899	1529.02701
0.459995	1	1	1	0	1546.16275	1524.77088	1529.02701
0.479995	1	1	1	0	1546.15614	1524.77277	1529.02701
0.499995	1	1	1	0	1546.15828	1524.77183	1529.02701
0.519995	1	1	1	0	1546.16119	1524.77183	1529.02701
0.539994	1	1	1	0	1546.15380	1524.77088	1529.02891
0.559994	1	1	1	0	1546.16197	1524.77088	1529.02511
0.579994	1	1	1	0	1546.16197	1524.77183	1529.02511
0.599994	1	1	1	0	1546.16488	1524.77277	1529.02701
0.619994	1	1	1	0	1546.15614	1524.77372	1529.02701
0.639993	1	1	1	0	1546.16488	1524.77088	1529.02701
0.659993	1	1	1	0	1546.15167	1524.77183	1529.02701
0.679993	1	1	1	0	1546.15828	1524.77183	1529.02511
0.699993	1	1	1	0	1546.16275	1524.77183	1529.02511
0.719993	1	1	1	0	1546.15536	1524.77277	1529.02511
0.739992	1	1	1	0	1546.16041	1524.76899	1529.02511
0.759992	1	1	1	0	1546.15925	1524.77088	1529.02302
0.779992	1	1	1	0	1546.15614	1524.77277	1529.02511
