time,raw_wavelength_shift,moving_average,butterworth,savitzky_golay,median
0.02,0.0019421000004058442,0.0018241000002944929,0.002006855341443621,0.0016102118885479213,0.0
0.039999,-0.00019789999964814342,0.0018241000002944929,0.0024261475725810503,0.0009939181821311447,0.0003821000002517394
0.059999,0.002722100000255523,0.0018241000002944929,0.002810891208332752,0.001201610489758068,0.0019421000004058442
0.079999,0.0003821000002517394,0.0019801000002644285,0.0031028900912539437,0.0019156198137471082,0.002722100000255523
0.099999,0.004272100000207502,0.003302100000246355,0.0031896684129385667,0.0028182771564166827,0.002722100000255523
0.119999,0.002722100000255523,0.0031461000002764193,0.0029457220318224405,0.00359191352008524,0.002722100000255523
0.139999,0.006412100000261489,0.0022921000002952495,0.0023058673309103517,0.00297662214481242,0.002722100000255523
0.159998,0.0019421000004058442,0.0028361000003314985,0.001329760796594585,0.0025173214455456038,0.002722100000255523
0.179998,-0.0038878999996541097,0.0006201000003329682,0.00021704860560127853,0.0003637550119896392,0.0019421000004058442
0.199998,0.006992100000388746,-0.0007018999996489583,-0.0007441101347393687,-0.001179298601053635,-0.00019789999964814342
0.219998,-0.008357899999737128,-0.002761899999677553,-0.0012804111040879925,-0.0023286459204147117,-0.0038878999996541097
0.239998,-0.00019789999964814342,-0.0010138999996797792,-0.0012486287311261896,-0.002182771794552186,-0.00019789999964814342
0.259997,-0.008357899999737128,-0.002141899999696761,-0.0007106082560884456,-0.00057225897405095,-0.00019789999964814342
0.279997,0.004852100000334758,0.0009281000003284135,7.637369688673436e-05,0.000652542890764971,0.0013521000003038353
0.299997,0.0013521000003038353,0.001356100000339211,0.0007629229590423034,0.0011407013989540094,0.0019421000004058442
0.319997,0.006992100000388746,0.0026781000003666122,0.0010611006799154598,0.0025044776227506394,0.0019421000004058442
0.339997,0.0019421000004058442,0.001358100000379636,0.0008695107452851879,0.0003220766903338638,0.0013521000003038353
0.359996,-0.001747899999600122,-0.0002738999996381608,0.0003026084861538884,8.636573463395088e-05,-0.001747899999600122
0.379996,-0.001747899999600122,-0.002605899999662142,-0.00038836738707989557,-0.0010374571092109125,-0.001747899999600122
0.399996,-0.00680789999978515,-0.0015958999996655622,-0.0009523717946943355,-0.0012484128201862808,-0.001747899999600122
0.419996,-0.004667899999731162,-0.0007018999996944331,-0.0012517764585918308,-0.0020338673656548185,-0.001747899999600122
0.439996,0.006992100000388746,-0.0011298999997052307,-0.0012909279612692542,-0.0006619093237012682,-0.0038878999996541097
0.459995,0.002722100000255523,-0.00011789999966822506,-0.0011594208562912707,-0.0006220491838410632,-0.001747899999600122
0.479995,-0.0038878999996541097,0.0010481000003437658,-0.0009466330743468372,-0.0005402076919841278,0.0011621000003287918
0.499995,-0.001747899999600122,-0.0015958999996655622,-0.0006930758538149578,-0.00043694428868357453,-0.001747899999600122
0.519995,0.0011621000003287918,-0.0017518999996354978,-0.00040190348548262855,-0.00018873916047333302,-0.001747899999600122
0.539994,-0.006227899999657893,-0.000585899999623507,-8.376336968116138e-05,-0.0015724687642026463,0.0011621000003287918
0.559994,0.0019421000004058442,0.000734100000363469,0.00021015845332419443,0.00044617925446389505,0.0019421000004058442
0.579994,0.0019421000004058442,-0.0002758999996331113,0.00039513823171039085,0.000983988112247359,0.0019421000004058442
0.599994,0.004852100000334758,0.001940100000365419,0.00039449490285475744,0.00012837039662849322,0.0019421000004058442
0.619994,-0.0038878999996541097,-0.00011989999966317555,0.0001829789351951573,0.00030219324044867407,0.0019421000004058442
0.639993,0.004852100000334758,-0.0008578999996643688,-0.00020160813930143956,1.9862238101196143e-05,-0.001747899999600122
0.659993,-0.008357899999737128,-0.0012838999996802158,-0.0006856694272561386,-0.0013436575754396704,-0.001747899999600122
0.679993,-0.001747899999600122,-0.0014398999996956263,-0.001201846974014964,-0.0015473172491257622,-0.001747899999600122
0.699993,0.002722100000255523,-0.00233389999971223,-0.0017113104872315866,-0.0018005107223292443,-0.001747899999600122
0.719993,-0.004667899999731162,-0.0008178999997198843,-0.002190066425925142,-0.0009254524472818009,-0.0007778999997753999
0.739992,0.0003821000002517394,-0.0012458999997306819,-0.0025946207469072563,-0.0026857787876052213,-0.0007778999997753999
0.759992,-0.0007778999997753999,-0.0025678999997126085,-0.0028409257715572758,-0.0023200212118319186,-0.0038878999996541097
0.779992,-0.0038878999996541097,-0.0034238999996887287,-0.002822923571719976,-0.0037196715614682815,-0.0038878999996541097
0.799992,-0.0038878999996541097,-0.0031118999996579077,-0.0024699505171618284,-0.0025513032630552776,-0.0038878999996541097
0.819992,-0.008947899999611764,-0.002567899999621659,-0.001811343532250105,-0.0020023522140681827,-0.0038878999996541097
0.839991,0.0019421000004058442,-0.00039189999961308786,-0.0010012891167939053,-0.0009432379949503633,0.0019421000004058442
0.859991,0.0019421000004058442,-0.0008598999996138445,-0.0002749097272632579,-6.988135160078553e-05,0.0019421000004058442
0.879991,0.006992100000388746,0.0017841000003500085,0.00014715088889120546,0.00023412797238459135,0.0019421000004058442
0.899991,-0.006227899999657893,0.000150100000337261,0.00014937346737374995,0.0003057130539511209,0.0019421000004058442
0.919991,0.004272100000207502,-0.0010158999996747297,-0.00024536009191343614,-0.00015155967332358385,-0.0038878999996541097
0.939991,-0.006227899999657893,-0.0024538999996821078,-0.0009098050889249106,-0.0015004174821949432,-0.0038878999996541097
0.95999,-0.0038878999996541097,-0.0015578999996705533,-0.0016799495674235676,-0.0017849163166867594,-0.001747899999600122
0.97999,-0.00019789999964814342,-0.0023358999996617056,-0.0024094880640801904,-0.002513913985686198,-0.001747899999600122
0.99999,-0.001747899999600122,-0.0018678999996609492,-0.0029855224511266885,-0.002203704195478378,-0.001747899999600122
1.01999,0.0003821000002517394,-0.0024518999996871573,-0.0033157394640398775,-0.00410484638661988,-0.001747899999600122
1.039989,-0.0038878999996541097,-0.003345899999703761,-0.0033199901325340667,-0.0029441703959831146,-0.0038878999996541097
1.059989,-0.00680789999978515,-0.0034638999997241627,-0.002949697288641006,-0.002593028204841297,-0.0038878999996541097
1.079989,-0.004667899999731162,-0.002257899999722213,-0.00222516274722536,-0.001555568997381587,-0.0038878999996541097
1.099989,-0.002337899999702131,-0.0010918999997102218,-0.0012551758003013916,-0.00236657132840178,-0.002337899999702131
1.119989,0.006412100000261489,0.0003461000002971559,-0.00021189994009536634,-0.0003472473190620149,0.0003821000002517394
1.139988,0.0019421000004058442,-8.189999971364159e-05,0.0007288259891189708,0.001237554545743359,0.0003821000002517394
1.159988,0.0003821000002517394,0.002990100000306484,0.0014419902148207404,0.001854547552767046,0.0019421000004058442
1.179988,-0.00680789999978515,0.000930100000323364,0.0018711679435991378,0.0015292328674495364,0.0003821000002517394
1.199988,0.013022100000398495,0.0005021000003125664,0.002013155742652665,0.0015643843825997538,-0.00019789999964814342
1.219988,-0.0038878999996541097,0.0009701000003133232,0.0018957158629117367,0.001229326107540995,-0.00019789999964814342
1.239988,-0.00019789999964814342,0.0033021000003373045,0.0015674990456874143,0.0018428925411223798,0.002722100000255523
1.259987,0.002722100000255523,0.0006581000003279769,0.0011019531855757199,0.0017800487182882897,-0.00019789999964814342
1.279987,0.004852100000334758,0.0010861000003387744,0.0006064840881448551,0.0010420067602414256,-0.00019789999964814342
1.299987,-0.00019789999964814342,0.0007741000003079534,0.00022085696931764323,-0.00019510279688503415,-0.00019789999964814342
1.319987,-0.001747899999600122,0.0001901000003272202,8.81710543405338e-05,0.0006457363639544288,-0.00019789999964814342
1.339987,-0.0017578999998022482,0.0001901000003272202,0.0002992904506502999,-0.00010181608359163309,-0.00019789999964814342
1.359986,-0.00019789999964814342,-0.00023789999968357734,0.000837810568266018,0.00016529347352088895,-0.001747899999600122
1.379986,0.004852100000334758,0.0010821000003033987,0.0015611466189181808,0.0012792328674516046,-0.00019789999964814342
1.399986,-0.002337899999702131,0.0027161000003161464,0.002235398803617873,0.0026030324012394435,0.004852100000334758
1.419986,0.004852100000334758,0.003298100000301929,0.0026139262023789373,0.002730328438503474,0.004852100000334758
1.439986,0.006412100000261489,0.0019761000002745275,0.0025296620595412476,0.0029811442893215574,0.0027121000002807705
1.459985,0.0027121000002807705,0.0020921000002545043,0.001963505011691794,0.0019842678324295876,0.0027121000002807705
1.479985,-0.0017578999998022482,0.0015101000002687216,0.0010578398759005872,0.000575736363912798,0.0019421000004058442
1.499985,-0.0017578999998022482,-0.0005518999997093487,6.863886732500589e-05,0.0004894892776746411,-0.0017578999998022482
1.519985,0.0019421000004058442,-0.0011338999996951316,-0.0007199113991193948,-0.0003478533796495855,-0.0017578999998022482
1.539984,-0.003897899999628862,-0.00023989999967852783,-0.0010807903877954788,-0.0018269675987437049,-0.00019789999964814342
1.559984,-0.00019789999964814342,7.210000035229314e-05,-0.0009023410419046191,-0.0009604174821839985,-0.00019789999964814342
1.579984,0.0027121000002807705,-0.0012498999996751082,-0.00021104137554752323,-0.00016729393905204527,-0.00019789999964814342
1.599984,-0.00019789999964814342,0.0012781000003087683,0.0008368956596433815,0.0011193261075531842,-0.00019789999964814342
1.619984,-0.004667899999731162,0.0018601000002945512,0.0019890158254419078,0.001570468298653999,0.0027121000002807705
1.639983,0.00874210000029052,0.0026001000002906947,0.0029535941933633673,0.0029446641028449626,0.0027121000002807705
1.659983,0.0027121000002807705,0.0027161000002706714,0.003476709614635577,0.00432927948746471,0.0027121000002807705
1.679983,0.006412100000261489,0.004620100000283856,0.0034208045033338676,0.0037316571098422483,0.004852100000334758
1.699983,0.0003821000002517394,0.0034141000002819053,0.0028118232355567943,0.0019172748254371787,0.0027121000002807705
1.719983,0.004852100000334758,0.0007721000002675283,0.0018284880423565185,0.0022397223778852535,0.0027121000002807705
1.739982,0.0027121000002807705,-0.0011338999997406063,0.0007326793948071109,0.0001797456879122348,0.0003821000002517394
1.759982,-0.010497899999791116,0.0009661000002779474,-0.00023172347285487993,-0.00032083706265377706,0.0027121000002807705
1.779982,-0.0031178999997791834,-0.0012498999997205829,-0.000924795073749777,-0.0018046599064706031,-0.0031178999997791834
1.799982,0.010882100000344508,-0.0022598999997171633,-0.001337408931054343,-0.0006774337992554488,-0.0031178999997791834
1.819982,-0.006227899999657893,-0.0005118999997193896,-0.0015498855292076805,-0.0013714431232774984,-0.002337899999702131
1.839982,-0.002337899999702131,0.0009661000002779474,-0.0016578678450304806,-0.001449158740997246,-0.0017578999998022482
1.859981,-0.0017578999998022482,-0.0028838999997333305,-0.0017136962625097715,-0.00045342447523822417,-0.002337899999702131
1.879981,0.004272100000207502,-0.002105899999742178,-0.001708129023993004,-0.0019979233097538115,-0.002337899999702131
1.899981,-0.00836789999971188,-0.0012498999997205829,-0.0015902951937783198,-0.0029784128202429675,-0.0017578999998022482
1.919981,-0.002337899999702131,-0.0012498999997205829,-0.0013095451116743513,-0.0005932846151014174,-0.0017578999998022482
1.939981,0.0019421000004058442,-0.0017158999996809143,-0.0008550256389568536,-0.0007194617712589321,-0.0017578999998022482
1.95998,-0.0017578999998022482,0.0005001000003176159,-0.00027073979677271355,-0.001110091141868265,0.0019421000004058442
1.97998,0.0019421000004058442,0.0005001000003176159,0.0003586987857482748,0.0008252002334151735,0.0019421000004058442
1.99998,0.0027121000002807705,0.00038210000029721415,0.0009370672312518883,0.0014430557112721232,0.0013521000003038353
2.01998,-0.002337899999702131,0.002482100000315768,0.001381737496430001,0.0011891629373748155,0.0019421000004058442
2.039979,0.0013521000003038353,0.0003041000003122463,0.0016369441939606299,0.001053894872091573,0.0013521000003038353
2.059979,0.00874210000029052,0.00104410000030839,0.0016782703545951245,0.0018236617718829225,0.0013521000003038353
2.079979,-0.008947899999611764,0.0017821000003095833,0.0015142884670095143,0.0009916571098763233,0.0013521000003038353
2.099979,0.006412100000261489,0.001900100000329985,0.0011885145188177165,0.001534920513152503,0.0019421000004058442
2.119979,0.0013521000003038353,-0.00031589999966854523,0.0007820543609735694,0.0016116337998454203,0.0013521000003038353
2.139978,0.0019421000004058442,0.0023281000002953077,0.00041193271992149823,0.000904104662315961,0.0019421000004058442
2.159978,-0.002337899999702131,0.0004221000002871733,0.00021331694865875636,-0.0001006972025036669,0.0013521000003038353
2.179978,0.004272100000207502,0.00011210000029677758,0.00029756060170457017,8.60393942072029e-05,-0.00019789999964814342
2.199978,-0.0031178999997791834,-0.0006278999997448409,0.0006951283671798388,-0.00047489300672993453,-0.0017578999998022482
2.219978,-0.00019789999964814342,0.0003821000002517394,0.001310484848486989,0.0009885335666949457,-0.00019789999964814342
2.239977,-0.0017578999998022482,0.0017041000002791407,0.001922794174897936,0.0016345941727584237,-0.00019789999964814342
2.259977,0.0027121000002807705,0.0027161000003161464,0.002254255710601535,0.0037421932404005384,0.0019421000004058442
2.279977,0.010882100000344508,0.0027161000003161464,0.0020933619208707665,0.001969326107574348,0.0019421000004058442
2.299977,0.0019421000004058442,0.0034561000003577647,0.0014169884815481244,0.0022303051285559117,0.0019421000004058442
2.319977,-0.00019789999964814342,0.0002301000003626541,0.00043729509215029914,0.0007310510492948693,0.0019421000004058442
2.339977,0.0019421000004058442,-0.0010918999996647472,-0.00046811629932979617,-0.000484496736241576,0.0019421000004058442
2.359976,-0.013417899999694782,-0.0019478999996863423,-0.0009172188481527783,-0.00232025431203687,-0.00019789999964814342
2.379976,0.004272100000207502,-0.0013658999997005594,-0.0006945751124908951,-0.0015289489507497786,0.0019421000004058442
2.399976,-0.002337899999702131,-0.0008998999997402279,0.00015543938723931554,0.0005394193475841216,0.0027121000002807705
2.419976,0.0027121000002807705,0.00396010000026763,0.0013561524782573675,0.0015169717951383289,0.004272100000207502
2.439976,0.004272100000207502,0.00275410000026568,0.002524712297772504,0.0024142678324251604,0.0027121000002807705
2.459975,0.010882100000344508,0.003182100000276478,0.0033287560173666944,0.004898953147116797,0.0027121000002807705
2.479975,-0.0017578999998022482,0.003494100000261824,0.0035996381074726155,0.003548720046893758,0.004272100000207502
2.499975,-0.00019789999964814342,0.003922100000272622,0.0033604858141710182,0.004214920513079639,0.004272100000207502
2.519975,0.004272100000207502,0.0012781000002632936,0.002777247316013381,0.0013691163172877938,-0.00019789999964814342
2.539974,0.006412100000261489,0.0017061000002740912,0.0020739684465403926,0.0008668319349984755,0.0003821000002517394
2.559974,-0.002337899999702131,0.0005001000002721412,0.001450893249004134,0.001103824941989393,0.0003821000002517394
2.579974,0.0003821000002517394,0.001938100000279519,0.0010255915438397464,0.0018624030305979204,0.0003821000002517394
2.599974,-0.006227899999657893,0.00104410000030839,0.0008101360416097566,0.0015521000003023957,0.0003821000002517394
2.619974,0.01146210000024439,0.0007321000003230437,0.0007344536637441398,1.2379720600469565e-05,0.0003821000002517394
2.639973,0.0019421000004058442,0.000926100000333463,0.0007060634620667584,0.0008504682987031841,0.0013521000003038353
2.659973,-0.003897899999628862,0.0017041000003246154,0.0006696078227040581,0.0011300487182953635,0.0013521000003038353
2.679973,0.0013521000003038353,0.0008101000003534864,0.0006297022992356536,0.0011368319350672843,0.0013521000003038353
2.699973,-0.002337899999702131,-0.0005118999996739148,0.0006325492069500936,0.001135316783542708,-0.002337899999702131
2.719973,0.006992100000388746,0.0011221000002933578,0.0007301099625952326,-0.0010833778551609424,0.0013521000003038353
2.739972,-0.004667899999731162,0.0008121000003029621,0.0009499700991659714,0.0014684636366487601,-0.00019789999964814342
2.759972,0.004272100000207502,0.0013561000002937362,0.0012785302057388146,0.0012189764571708343,0.0003821000002517394
2.779972,-0.00019789999964814342,0.0017061000002740912,0.0016577910636336516,0.0017845009326969323,0.0003821000002517394
2.799972,0.0003821000002517394,0.0013941000002887448,0.001997203231171331,0.0019934519816292395,0.0003821000002517394
