time,raw_wavelength_shift,moving_average,butterworth,savitzky_golay,median
0.02,0.0008588000000600005,0.0007448000000749744,0.0008696656792727516,0.0006010377623093597,0.000668800000084957
0.039999,0.000668800000084957,0.0007448000000749744,0.0008075206790540346,0.0008853734266442484,0.000668800000084957
0.059999,0.000668800000084957,0.0007448000000749744,0.000751208605924767,0.0009628792541510265,0.000668800000084957
0.079999,0.0008588000000600005,0.0007448000000749744,0.0007150495749515183,0.0009050820513558508,0.000668800000084957
0.099999,0.000668800000084957,0.001124800000070536,0.0007160604463141027,0.000783508624784878,0.0008588000000600005
0.119999,0.0008588000000600005,0.0007448000000749744,0.0007720690423799471,0.000669685780964263,0.0008588000000600005
0.139999,0.0025688000000627653,0.0007068000000799657,0.0008960158862382348,0.0009823664336409466,0.000668800000084957
0.159998,-0.0012311999998928513,0.0010868000000755274,0.00108617332432117,0.0011657230770000069,0.0008588000000600005
0.179998,0.000668800000084957,0.0014288000000760802,0.001316213452941841,0.0011121333334141222,0.0025688000000627653
0.199998,0.0025688000000627653,0.0010488000000805186,0.001532944207926377,0.0013915972028704354,0.000668800000084957
0.219998,0.0025688000000627653,0.001466800000071089,0.001667419150944202,0.0015089631702342372,0.0008588000000600005
0.239998,0.000668800000084957,0.0018848000000616593,0.0016567569408241464,0.0016958629371258854,0.0025688000000627653
0.259997,0.0008588000000600005,0.0015048000000660977,0.0014674383388724893,0.0018929491842111564,0.0008588000000600005
0.279997,0.002758800000037809,0.001124800000070536,0.0011113989292808285,0.0012795459208169108,0.000668800000084957
0.299997,0.000668800000084957,0.0007068000000799657,0.0006495825715271312,0.00025868344996874537,0.000668800000084957
0.319997,0.000668800000084957,0.0002888000000893953,0.0001795478373456406,0.0001546041958936218,0.000668800000084957
0.339997,-0.0014211999998678948,-0.0005091999998967367,-0.00019250068985842122,-6.905547775999504e-05,-0.0012311999998928513
0.359996,-0.0012311999998928513,-0.00012919999990117502,-0.00038669552935846716,-0.0003680065267035781,-0.0012311999998928513
0.379996,-0.0012311999998928513,-0.0005091999998967367,-0.00037611832672487187,-0.0005425053612006931,-0.0012311999998928513
0.399996,0.0025688000000627653,-9.119999990616633e-05,-0.0001922564116252499,-0.00020103682973938178,-0.0012311999998928513
