time,raw_wavelength_shift,moving_average,butterworth,savitzky_golay,median
0.02,0.002298999999766238,0.0016529999997601408,0.0023119618281343866,0.0026497692305307292,0.0003989999997884297
0.04,0.0024889999997412815,0.0016529999997601408,0.0019116807464004096,0.0016067622375239947,0.0005889999997634732
0.06,0.0003989999997884297,0.0016529999997601408,0.001563715237280317,0.0010469487177113955,0.002298999999766238
0.079999,0.0005889999997634732,0.0008929999997690175,0.00130013582263383,0.0008465407923051475,0.0005889999997634732
0.1,0.0024889999997412815,0.0008929999997690175,0.0011107849516276802,0.0008817505825174663,0.0005889999997634732
0.119999,-0.0015010000001893786,0.0012729999997645792,0.0009484822575068754,0.0010287902095605802,0.002298999999766238
0.139999,0.0024889999997412815,0.000816999999779,0.0007536977033525929,0.0011665291373015568,0.002298999999766238
0.159999,0.002298999999766238,0.0007789999997839913,0.0004880777714179056,0.0007329393937215932,0.002298999999766238
0.179998,-0.001691000000164422,0.0007789999997839913,0.00016033383305246915,0.00016382517462117476,0.002298999999766238
0.199998,0.002298999999766238,-0.000437000000192711,-0.00017043223667826543,-0.00034106993026326437,-0.0015010000001893786
0.219998,-0.0015010000001893786,-0.0008170000001882727,-0.0004184200284775276,-0.0004978531470470884,-0.0015010000001893786
0.239998,-0.0035910000001422304,-0.0003990000001977023,-0.0005114625652686212,-0.0006262913754843473,0.0003989999997884297
0.259998,0.0003989999997884297,-0.0007410000001982553,-0.0004268932883559939,-0.0005106969698966443,0.0003989999997884297
0.279997,0.0003989999997884297,1.8999999792868038e-05,-0.0002028764107227609,-7.444988365862712e-05,0.0003989999997884297
0.299997,0.0005889999997634732,0.0004369999997834384,8.032274364697659e-05,-0.00010368065288873709,0.0003989999997884297
0.319997,0.002298999999766238,0.0004369999997834384,0.0003359036996036854,0.0005181375289225018,0.0003989999997884297
0.339997,-0.0015010000001893786,0.0004369999997834384,0.0005015851408865212,0.0005867855475657437,0.0003989999997884297
0.359997,0.0003989999997884297,0.0003989999997884297,0.0005526557721349397,0.000570841491623252,0.0003989999997884297
0.379996,0.0003989999997884297,5.699999978787673e-05,0.0004983438710569078,0.0007967156174952703,0.0003989999997884297
0.399996,0.0003989999997884297,0.000816999999779,0.00037140769301326464,0.0002962494170365038,0.0003989999997884297
0.419996,0.0005889999997634732,0.0004369999997834384,0.00021822047573581764,-0.0004030745922815125,0.0003989999997884297
0.439996,0.002298999999766238,-0.00032300000020768493,8.881291780136968e-05,7.037529116501543e-05,0.0003989999997884297
0.459996,-0.0015010000001893786,-0.00032300000020768493,2.2940545825977973e-05,0.00021652913731556498,0.0003989999997884297
0.479995,-0.003401000000167187,0.0003989999997884297,3.383732602593575e-05,0.00015452447531109697,0.0003989999997884297
0.499995,0.0003989999997884297,5.699999978787673e-05,0.00010068417541237373,0.00028739160817720837,0.0003989999997884297
