dataset,fbg,impact_id,start_time,peak_time,end_time,duration,peak_shift,residual_shift,rise_time,recovery_time,mean,median,std,variance,rms,minimum,maximum,peak_to_peak,skewness,kurtosis,crest_factor,sampling_frequency_hz,num_samples,dominant_frequency_hz,dominant_magnitude,spectral_energy,spectral_entropy,spectral_centroid_hz,spectral_bandwidth_hz,spectral_flatness,spectral_rolloff_hz,stft_peak_frequency_hz,stft_max_energy,stft_valid,feature_status,failure_reason
expert8,FBG2,expert8-FBG2-014,25.479745,25.679743,25.879741,0.399995999999998,0.02032985419579406,0.01896901503489263,0.19999799999999723,0.1999980000000008,0.01958135796413955,0.019732624475387255,0.0004794082034683331,2.2983222555273467e-07,0.019587225733761385,0.018685608158354287,0.020327006759805897,0.0016413986014516095,-0.2569304235934136,-1.1208474550159517,1.0377685454846928,50.000000000001066,21,2.3809523809524316,0.00272543347005004,1.64846898933899e-05,2.2474856337039673,4.045604691826543,5.02942236595745,0.2756030119835845,7.142857142857295,0.0,0.00048325336121873895,True,ok,
expert8,FBG2,expert8-FBG2-015,26.299737,26.379736,26.699733,0.399995999999998,0.02002041363632438,,0.07999900000000082,0.3199969999999972,0.018866604939367926,0.01891339370614721,0.0006231049313810707,3.882597555114087e-07,0.018876891738146235,0.017793883216649396,0.020017566200336217,0.0022236829836868206,-0.1090767196069358,-0.9767851690043408,1.060427027818617,50.000000000001066,21,4.761904761904863,0.004131594993326728,4.150963556418537e-05,2.3533615707340383,5.069373744503988,4.072172877395859,0.27376459823957167,7.142857142857295,0.0,0.00043387081114116155,True,ok,
expert8,FBG2,expert8-FBG2-016,26.859731,27.659723,28.179718,1.3199870000000011,0.01994528543122155,0.018773933449848564,0.7999919999999996,0.5199950000000015,0.01880846728928508,0.0188948855476296,0.0006378741639929306,4.068834490896802e-07,0.018819280677570983,0.01750164545437936,0.01994243799523339,0.002440792540854029,-0.17283001261625078,-0.9359661819668479,1.0596812033841971,50.000000000001066,67,2.2388059701493015,0.010527894275763455,0.0003092854611056803,3.1251905992768756,4.043967852492345,3.6031662877693376,0.13493734121543427,7.462686567164338,0.0,0.00045248445849674183,True,ok,
expert8,FBG2,expert8-FBG2-017,28.579714,28.95971,28.97971,0.3999960000000016,0.019321136247027956,,0.379996000000002,0.019999999999999574,0.018551263614018283,0.018653463636216193,0.0005021772043012415,2.5218194451981087e-07,0.018558059263331348,0.01746465244740873,0.019318288811039794,0.001853636363631065,-0.5829564219316692,-0.49818779137381375,1.0409649272545742,50.000000000001066,21,2.3809523809524316,0.0034688525965976057,3.541171062831346e-05,2.087904922397513,3.5307495296673586,3.02165554527224,0.14303457264646388,4.761904761904863,0.0,0.0004162989945232314,True,ok,
expert8,FBG2,expert8-FBG2-018,29.139708,29.339707,30.219697,1.0799890000000012,0.020333746969694495,0.0186776047784973,0.19999900000000181,0.8799899999999994,0.018777033036517055,0.018673859906584284,0.0007747374821476126,6.002181662444224e-07,0.018793009014543078,0.01745628414901598,0.020330899533706332,0.002874615384690353,0.20616987217727392,-0.9231133171385415,1.0818331177286804,50.000000000001066,55,3.636363636363714,0.010187029916447668,0.00029731364488840527,2.5505504728994937,3.62783933690588,2.0391870264303344,0.06120651157330778,4.545454545454643,0.0,0.0004432963750456103,True,ok,
expert8,FBG2,expert8-FBG2-019,30.519695,30.719693,31.01969,0.49999500000000197,0.019663210839073655,0.018932348368266065,0.1999980000000008,0.2999970000000012,0.01844912169609602,0.018406120978862798,0.0006393467195446069,4.087642277924502e-07,0.018460196520761998,0.01706852191130205,0.019660363403085492,0.0025918414917834413,-0.2784519128687309,-0.2539035056741219,1.0650137652095784,50.000000000001066,26,3.846153846153928,0.006162016280819956,9.375666662116391e-05,2.1378393453202102,4.553346288564713,2.521736147362998,0.13317335916116105,5.769230769230892,0.0,0.00042021484188620764,True,ok,
expert8,FBG2,expert8-FBG2-020,31.399686,31.599684,31.799682,0.3999960000000016,0.01974078659669206,0.01894745326335137,0.1999980000000008,0.1999980000000008,0.018863615706387726,0.0187741862469748,0.0005228850952194019,2.734088228026029e-07,0.018870861303636362,0.018048638461411234,0.019737939160703898,0.0016893006992926632,0.24937435032786098,-1.1478742674566613,1.0459479746640103,50.000000000001066,21,2.3809523809524316,0.003948632241954718,3.707477266027024e-05,1.7337476138567012,2.4703218325456806,2.220841656239069,0.048044556957728024,4.761904761904863,0.0,0.00046119223269330215,True,ok,
expert8,FBG2,expert8-FBG2-021,32.339676,32.659673,32.859671,0.5199950000000015,0.019992138578045444,0.0154267539626681,0.31999700000000075,0.1999980000000008,0.018731620417724065,0.018686097668860584,0.0007050564083344288,4.971045389334448e-07,0.01874488484927636,0.017255748018538294,0.019989291142057282,0.002733543123518988,-0.1351974769984986,-0.6863316480354822,1.0663864463712063,50.000000000001066,27,3.7037037037037828,0.006817470711524417,0.00010645772348213066,2.1745714587026646,4.395841023675337,3.0861408376841246,0.17589896702408403,5.555555555555674,0.0,0.00045012146527799744,True,ok,
expert8,FBG2,expert8-FBG2-022,33.199668,33.199668,34.119658,0.9199899999999985,0.0121836537295466,-0.00031583344982891046,0.0,0.9199899999999985,0.008595191057712104,0.008546051048800837,0.0019628808738000316,3.8529013247299765e-06,0.008816473821392772,0.005037869230654855,0.012180806293558437,0.007142937062903582,0.0766395393886077,-1.0719051956433894,1.3815961506064098,50.000000000001066,47,2.1276595744681304,0.022279505126078236,0.0012359511678152045,1.8745963972011297,2.1109768686427626,1.3085185033620121,0.021860152009156752,3.1914893617021955,0.0,0.00011864781255745748,True,ok,
expert8,FBG2,expert8-FBG2-023,34.479655,34.599654,34.919651,0.4399960000000007,-0.004933898717943116,-0.0016352273892604385,0.11999899999999997,0.31999700000000075,-0.0032978508463114083,-0.003481641258789047,0.0010801786030222905,1.166785814427187e-06,0.0034702458153485403,-0.00493674615393128,-0.0005501027972917718,0.004386643356639508,0.7303187877284208,-0.029054163202791194,1.4225926394310626,50.000000000001066,23,4.347826086956615,0.0047998591864429705,5.564742896994914e-05,2.0429368125007263,4.026955231064,2.886661464245661,0.12420159495691932,6.521739130434922,0.0,1.5358162725407836e-05,True,ok,
expert8,FBG2,expert8-FBG2-024,35.599644,35.799642,35.919641,0.31999700000000075,-0.0052669057109520625,0.0033810313519561644,0.1999980000000008,0.11999899999999997,-0.003643109790309147,-0.003840382517561097,0.0012322276864274837,1.518385071198429e-06,0.003845859333808867,-0.005269753146940226,-0.0007859069931382203,0.0044838461538020055,0.8492223467586291,-0.019333452823964148,1.370240741936123,50.000000000001066,17,2.941176470588298,0.005431866737094607,7.851431683286513e-05,1.7646699546633673,2.601720707581489,2.959480116746224,0.14343774578683016,5.882352941176596,0.0,2.3730358461004093e-05,True,ok,
expert8,FBG2,expert8-FBG2-025,37.419626,37.859621,39.839601,2.419975000000001,0.021372931118881153,0.0017004136363484175,0.43999499999999614,1.9799800000000047,0.010967917761337315,0.009047985780772393,0.004990780656852784,2.490789156481591e-05,0.012050025376914126,0.004534629137387328,0.02137008368289299,0.01683545454550566,0.6936447795468218,-0.8313027670322288,1.7734471932179139,50.000000000001066,122,0.4098360655737792,0.18596988221702193,0.06987555706075256,2.014789714249974,0.8909990208159374,0.9327983026676415,0.002681394219500427,1.2295081967213377,0.0,0.0003636674626467023,True,ok,
expert9,FBG2,expert9-FBG2-004,4.039959,4.119959,6.99993,2.9599710000000004,-0.053836710606095836,-0.03528172226103156,0.08000000000000007,2.8799710000000003,-0.034907640690882924,-0.03509391468529197,0.004374299089561251,1.9134492524936383e-05,0.035180646257974305,-0.053835616317083085,-0.0022778074592447175,0.051557808857838366,1.97532012657888,25.318602622041748,1.530262290303445,50.00000000000995,149,3.691275167785969,0.022332261340210536,0.0028887999737945294,3.9675215130953774,3.1636201350679514,3.4570072660707614,0.12174823835174126,4.697986577182142,0.0,0.0015771805155680929,True,ok,
expert9,FBG2,expert9-FBG2-005,7.159928,7.359926,7.559924,0.3999959999999998,-0.03645435629373769,-0.03523330734262493,0.1999979999999999,0.1999979999999999,-0.035300473681893714,-0.035187131468502365,0.0005491447906831518,3.015600011344425e-07,0.035304744754313194,-0.036453262004724936,-0.03451934592077993,0.0019339160839450045,-0.5543677119083297,-0.7047222167077405,1.0325315268076376,50.00000000000995,21,2.3809523809528548,0.003997540227438925,4.299579213522558e-05,1.9725798204515648,3.2607922165263723,2.823761668908519,0.1363170961228973,4.7619047619057095,0.0,0.0015879068415125415,True,ok,
expert9,FBG2,expert9-FBG2-006,8.699913,8.99991,9.099909,0.3999959999999998,-0.03576302762235507,-0.03548094137527452,0.2999969999999994,0.0999990000000004,-0.03492311215451186,-0.03504302890443767,0.0006058817316680532,3.6709267276907886e-07,0.03492836748589008,-0.03576193333334232,-0.0338028424242304,0.0019590909091119213,0.4442444139095097,-0.9920674344593183,1.0238650102324127,50.00000000000995,21,2.3809523809528548,0.004616255084029148,5.33027209110192e-05,1.8673554308451124,3.135895730609319,2.5288843413418145,0.12380922983753456,4.7619047619057095,0.0,0.0014980469759987693,True,ok,
